RNG Hexa,RNG Index,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10
0e9a2558,263,F1 (Q4) B2 (Grendel5) C3 (Elnoyle6) T7 (Snake9) I8,(Chimera7) F4 (Q1) B5 (Giant8) I9 (Jelleye2) C3 (Beast6),(Grendel7) F2 (Q3) B5 (Robot8) I9 (Creeps1) C6 (Grat4),(Grendel7) F3 (Q2) T1 (Glacial4) I8 (Creeps6) C5 (Bird9),(King1) F5 (Robot4) I7 (Q6) T8 (Bird2) B3 (Grat9),F1 (Malboro2) B4 (Q5) T7 (Creeps9) C8 (Snake6) I3,(Mantis3) F5 (Jelleye6) I2 (King4) C1 (Creeps8) T7 (Q9),(Elnoyle9) F1 (Mask2) B4 (Q5) T7 (Grat6) I3 (Buel8),(Elastoid9) F2 (Biggs5) I8 (Q1) C3 (Mask7) T6 (Grendel4),(Q7) F3 (Malboro2) B6 (King5) I8 (Ruby9) C1 (Mask4)
aaad5f79,264,F1 (Elnoyle4) B2 (Robot5) T7 (Q6) C3 (Buel8) I9,(Q7) F1 (Jelleye2) T4 (Malboro8) I9 (Ruby6) B3 (Grat5),XX,XX,XX,XX,XX,XX,XX,XX
da2798e6,265,(Biggs9) F2 (Beast3) B4 (Q5) I6 (King1) T7 (Buel8),(Biggs9) B1 (Chimera4) F2 (Snake5) I7 (Q6) C8 (Mask3),(Q7) F1 (Buel2) T4 (Grat3) B5 (Snake6) I9 (Beast8),(Grendel9) B4 (Q5) T7 (Giant6) F8 (Creeps3) I2 (Mantis1),F1 (Unicorn4) B2 (Chimera5) C7 (Q3) T8 (Grat6) I9,F4 (Snake7) B3 (Q2) T1 (Unicorn8) C5 (Grendel9) I6,B3 (Grendel2) F6 (Chimera5) I9 (Q1) C8 (Bird7) T4,(Grendel7) F3 (Beast6) T2 (Q1) B9 (Creeps8) C5 (Glacial4),F1 (King4) B2 (Glacial5) I7 (Chimera6) C3 (Q8) T9,F5 (Q8) B1 (King4) I7 (Beast9) C6 (Bird2) T3
4d5f1e2f,266,F2 () T4 () C1 () B3 () I8,() B3 () T5 () I7 () C4 (),B1 () C4 () T7 () F3 () I9,F3 () T2 () C1 () B9 () I7,F2 () B6 () T1 () C9 () I7,F2 () B6 () C9 () I1 () T8,F1 () B2 () T7 () C3 () I9,F1 () B4 () T7 () I9 () C6,() F2 () T6 () C3 () I8 (),F2 () B4 () C3 () T7 () I8
e7e28ea4,267,C1 () B4 () T7 () F6 () I3,T5 () B8 () C4 () F3 () I9,F1 () B4 () T7 () C3 () I6,F3 () T2 () B5 () C8 () I7,F1 () B2 () C3 () T7 () I8,F1 () B2 () T7 () C3 () I6,F1 () B2 () T7 () C3 () I9,F2 () B6 () I9 () C8 () T4,F2 () B6 () I9 () T1 () C8,() F1 () B4 () I6 () C7 ()
c04e8d55,268,() F1 () T4 () I8 () C6 (),() F2 () B6 () T9 () I8 (),() F2 () T1 () B6 () I9 (),() T2 () C1 () I7 () B8 (),() F2 () B6 () C9 () T7 (),() F1 () T4 () I8 () C6 (),() F2 () T4 () B6 () I8 (),() F1 () B2 () T7 () C5 (),() F1 () B4 () C6 () I8 (),() F2 () B6 () T5 () C4 ()
89697e12,269,() C1 () F2 () I8 () B3 (),F1 () T7 () B2 () C3 () I8,() F5 () B8 () I3 () C7 (),() F1 () B2 () T7 () C8 (),() F2 () B6 () I8 () C4 (),() F1 () B4 () T7 () I6 (),F3 () I9 () T2 () B8 () C4,C1 () F2 () T7 () I9 () B6,() F5 () T7 () B6 () I2 (),F1 () B4 () T7 () C3 () I9
e2f2de6b,270,F1 (Jelleye2) B4 (Grendel5) T7 (Chimera8) I9 (Q3) C6,(Elnoyle9) F1 (Robot2) B4 (Snake5) T7 (Q6) C8 (Chimera3),(Elnoyle9) F1 (Jelleye4) B2 (Mantis5) T7 (Creeps6) C3 (Q8),F1 (Unicorn4) B2 (Biggs5) C3 (Snake6) T8 (Q9) I7,(Giant9) F2 (Q1) T6 (Snake8) I7 (Grendel5) C3 (Chimera4),(Elastoid9) F3 (Q6) T2 (Elnoyle5) I8 (Grat4) C7 (Creeps1),(Q7) F1 (Ruby4) B2 (Beast5) C3 (Chimera8) I9 (Grendel6),F2 (Q1) T6 (Unicorn5) C3 (Grendel8) B9 (King7) I4,(Elnoyle9) F2 (Glacial3) I6 (Q5) T4 (Grat7) B8 (Jelleye1),() F2 () T6 () C3 () I7 ()
f0328ab0,271,F3 (Giant6) T2 (Q5) I9 (Jelleye8) B7 (Grat4) C1,(Malboro7) B1 (Beast2) T4 (Q8) F9 (Chimera6) I5 (Buel3),F3 (Robot2) B6 (Q5) C9 (Grat7) T8 (Unicorn4) I1,(King7) B3 (Malboro6) T5 (Ruby8) F9 (Chimera4) I2 (Q1),F1 (Glacial2) B4 (Q5) T7 (Buel6) C3 (King9) I8,F1 (Elastoid2) B4 (Ruby5) T7 (Giant6) C3 (Mask9) I8,F1 (Robot2) B4 (Buel5) T7 (Grendel6) C3 (Q8) I9,(Robot7) F1 (Q4) B2 (Ruby3) C5 (Grat6) I8 (Bird9),F1 (Creeps4) B2 (Q5) T7 (Chimera8) C3 (Ruby9) I6,F1 (Q4) B2 (Grendel5) T7 (Mantis8) C3 (Creeps6) I9
7433fef1,272,F1 (Unicorn2) B4 (Chimera5) T7 (Q6) C3 (Bird8) I9,F1 (Giant2) B4 (Unicorn5) T7 (Q6) C3 (Bird8) I9,(Q7) F1 (Grendel2) T4 (Giant8) B9 (Creeps3) I5 (Bird6),B2 (Biggs3) F6 (Grendel5) I9 (Mantis4) T1 (Glacial8) C7,F1 (Giant2) B4 (Robot5) T7 (Buel8) C9 (Q6) I3,F1 (Elastoid2) B4 (Glacial5) T7 (Q3) C6 (Robot8) I9,(Bird9) F1 (Ruby2) B4 (Q5) T7 (Unicorn8) I6 (Snake3),(Q6) F1 (Ruby4) B2 (Grendel5) C3 (Beast8) I7 (Giant9),(Q4) F2 (Mask5) T1 (Grendel3) B6 (Snake9) I8 (Buel7),(Elnoyle9) B1 (Creeps2) F4 (Buel5) T7 (Glacial6) C8 (Q3)
b08663fe,273,F1 (Ruby2) B4 (Robot5) T7 (Mantis8) C3 (Q6) I9,(Biggs9) F1 (Ruby4) B2 (Jelleye5) I7 (Q6) C8 (Glacial3),(Elastoid9) F2 (Glacial3) I6 (Q1) C5 (King4) B8 (Buel7),(Beast7) F2 (Creeps3) B6 (Q5) T4 (Jelleye1) C9 (Bird8),(Elastoid9) F1 (Mantis2) B4 (Q5) T7 (Glacial6) C3 (Malboro8),(Malboro7) F1 (Glacial2) T4 (Q3) I8 (Mantis9) C6 (Snake5),(Elastoid9) F3 (Grendel2) I6 (Q5) T4 (Robot7) C1 (Malboro8),F1 (Q4) B2 (Elnoyle5) C3 (Elastoid6) T7 (King8) I9,B1 (Robot2) F4 (Chimera5) I8 (Jelleye6) T7 (Unicorn3) C9,F1 (Mask4) B2 (Q5) T7 (Mantis6) C3 (Malboro9) I8
92aff867,274,(Biggs9) F2 (Grendel1) B4 (Q5) I6 (Elnoyle7) C3 (Mantis8),(Bird9) F1 (Q2) B4 (Jelleye5) T7 (Snake8) I6 (Chimera3),(Biggs9) F2 (Q1) T6 (Robot5) C3 (Elastoid4) I8 (Grendel7),(BIggs9) F1 (Creeps2) B4 (Q5) T7 (Snake6) C3 (King8),F1 (Q4) B2 (Jelleye5) T7 (Buel8) C9 (Unicorn6) I3,(Elastoid9) F1 (Buel2) B4 (Q5) I6 (Beast8) C7 (Bird3),F1 (Glacial2) B4 (Unicorn5) C3 (Biggs6) T7 (Jelleye9) I8,(Elastoid9) F1 (Buel4) B2 (Q5) T7 (Bird6) C3 (Glacial8),(Elastoid9) B2 (Q1) T6 (Bird5) C3 (Grendel4) F8 (Mantis7),(Q9) F1 (Mask4) B2 (Ruby5) I8 (Robot6) C3 (Mantis7)
5eee257c,275,(Biggs9) F1 (King2) B4 (Q5) I6 (Mantis7) C8 (Jelleye3),(Biggs9) F1 (Giant4) B2 (Glacial5) I7 (Q6) C3 (Robot8),F2 (Creeps3) B6 (Biggs5) I9 (Q1) C8 (Snake7) T4,(Q1) F2 (Robot3) B5 (Snake6) I9 (Beast4) C8 (Mantis7),(Q1) F3 (Giant2) B6 (Beast5) C9 (Ruby4) I8 (Glacial7),(Biggs9) F1 (Unicorn2) B4 (Q5) T7 (Snake6) I3 (Malboro8),F3 (King6) T2 (Beast5) C1 (Mantis4) B8 (Buel7) I9,F1 (Snake2) B4 (Mask5) C3 (Elastoid6) T7 (Q9) I8,F3 (Beast2) B6 (Q5) T4 (Robot1) I9 (Snake8) C7,F1 (Q4) B2 (Creeps5) T7 (Grendel8) C3 (Malboro9) I6
4217504d,276,(Giant9) F3 (Unicorn6) T2 (Q5) C1 (Mask4) I8 (Jelleye7),F1 (Q4) B2 (Beast5) T7 (Snake8) C3 (Ruby9) I6,(Jelleye9) F1 (Q4) B2 (Chimera5) I8 (Robot7) C6 (Unicorn3),F1 (Elnoyle2) B4 (Grendel5) T7 (Q6) C3 (Grat8) I9,F1 (Glacial4) B2 (Giant5) T7 (Q6) C3 (Chimera8) I9,F3 (Elastoid6) T2 (Mask1) B4 (Q5) C7 (Bird9) I8,(Elastoid9) F1 (Q2) B4 (Bird5) T7 (Creeps8) I6 (Ruby3),B1 (Robot2) F4 (Q5) T7 (Jelleye8) C9 (Biggs6) I3,(Ruby6) F1 (Q2) B4 (Beast5) T7 (Mask3) I8 (Robot9),F2 (Snake3) B6 (Q5) T4 (Jelleye7) C1 (Elastoid9) I8
6c0c36aa,277,F1 (Creeps2) B4 (Q5) T7 (Ruby9) C8 (Buel6) I3,F2 (Creeps3) B6 (Q5) T4 (Elnoyle1) C9 (Jelleye7) I8,(Chimera9) F1 (Q2) B4 (Giant5) T7 (Buel8) I6 (Glacial3),B4 (Q1) T8 (Elnoyle7) C5 (Glacial6) F9 (Malboro2) I3,F2 (Q1) T6 (King5) C3 (Glacial9) I8 (Mask7) B4,F2 (Q5) T4 (Grendel7) C1 (King3) I8 (Chimera9) B6,B1 (Mantis2) F4 (Mask5) T7 (Q8) C3 (Malboro6) I9,B1 (Unicorn2) F4 (Jelleye5) T7 (King8) C6 (Q9) I3,(Elnoyle9) F1 (Q2) B4 (Unicorn5) T7 (Buel6) C8 (Mask3),(King7) F2 (Mantis3) B6 (Q5) C9 (Creeps4) T1 (Bird8)
5b386823,278,F2 (Beast1) B4 (King5) T7 (Glacial6) I8 (Q3) C9,F1 (Q4) B2 (Creeps5) T7 (Mantis6) C3 (Chimera9) I8,F2 (Biggs3) B6 (Chimera5) I9 (Grendel7) C8 (Elastoid4) T1,(King7) F1 (Creeps2) T4 (Q8) I9 (Ruby5) B6 (Buel3),F4 (Q7) T1 (Buel8) B3 (King2) I5 (Chimera6) C9,(Q1) F4 (Beast5) T7 (Grendel8) B9 (Giant2) I6 (Chimera3),(Q4) F3 (Beast6) B9 (Malboro8) T7 (Buel5) I2 (Glacial1),F1 (Q4) B2 (Beast5) C3 (Elastoid6) T7 (Ruby9) I8,F1 (Ruby4) B2 (Mask5) T7 (Grendel6) C3 (Q9) I8,F1 (Q4) B2 (Giant5) C3 (Elnoyle6) T7 (Bird8) I9
51982b08,279,F3 (Snake6) T2 (Q5) B9 (Chimera8) C1 (Jelleye7) I4,F1 (Unicorn4) B2 (Jelleye5) C7 (Q6) T3 (Creeps8) I9,F1 (Q4) B2 (Mask5) T7 (Grat8) C3 (Ruby6) I9,F1 (Glacial4) B2 (Unicorn5) T7 (Q8) C3 (King9) I6,F1 (Elastoid2) B4 (Creeps5) T7 (Mask8) C6 (Q9) I3,F3 (BIggs6) T2 (Q5) C1 (Ruby4) B9 (Bird7) I8,F1 (Q4) B2 (King5) T7 (Bird8) C3 (Snake6) I9,F3 (Biggs6) T2 (Beast1) B9 (Q8) C5 (Ruby7) I4,F2 (Creeps3) B6 (Q5) T4 (Biggs7) C1 (Malboro8) I9,(Giant7) F3 (Chimera2) B6 (Q5) I4 (King8) C9 (Malboro1)
3c11dd69,280,(Biggs9) F1 (Q2) B4 (King5) T7 (Ruby6) I8 (Snake3),(Biggs9) F1 (Q4) B2 (Giant5) C3 (Jelleye8) I6 (Mask7),(Biggs9) F2 (Buel3) I6 (Q5) T4 (Beast7) C1 (Unicorn8),F1 (Chimera4) B2 (Biggs5) C3 (Malboro6) T7 (Bird8) I9,F1 (King4) B2 (Malboro5) C3 (Biggs6) T7 (Q9) I8,F1 (Beast4) B2 (Elastoid5) C3 (Elnoyle6) T7 (Q8) I9,F1 (Malboro4) B2 (Elastoid5) T7 (Giant6) C3 (Robot9) I8,(Giant7) F1 (Bird2) T4 (Grendel8) B5 (Q6) I9 (Chimera3),B6 (Robot3) T2 (Q5) C1 (Elastoid4) F9 (Giant7) I8,T6 (Malboro9) F2 (Q1) I8 (Bird3) C5 (Creeps7) B4
dff5a216,281,(Elastoid9) F2 (Grendel1) B4 (Q5) T7 (Robot8) I6 (Giant3),(Elastoid9) F1 (Bird2) B4 (Chimera5) T7 (Q3) I8 (Creeps6),(Elnoyle9) F1 (Ruby4) C5 (Q8) T7 (Jelleye6) I2 (Malboro3),(Bird9) F1 (Glacial2) B4 (Q5) T7 (Creeps8) I6 (Grat3),F1 (Elnoyle2) B4 (Glacial5) T7 (Mask8) C6 (Q9) I3,(Elnoyle9) F1 (Q2) B4 (Creeps5) T7 (Bird6) I8 (Glacial3),XX,XX,XX,XX
7303e99f,282,F1 (Q4) B2 (Ruby5) T7 (Mantis6) C3 (Giant8) I9,(King7) B1 (Mantis4) C5 (Q8) I9 (Unicorn2) F6 (Jelleye3),(Elastoid9) F1 (Chimera4) B2 (Unicorn5) I7 (Giant6) C8 (Q3),F1 (Snake2) B4 (Mantis5) T7 (Q6) C9 (Glacial8) I3,(Q3) T2 (King5) F9 (Glacial8) B6 (Bird7) I4 (Buel1),(Elastoid9) F1 (Beast2) T4 (Jelleye5) C7 (Q8) I6 (Grendel3),(Q4) T7 (Robot9) I8 (Mask1) F6 (Mantis3) B5 (Bird2),(Elnoyle9) F5 (King2) T1 (Buel4) I7 (Robot6) C8 (Q3),F1 (Q4) B2 (Mask5) T7 (Glacial8) C3 (Ruby9) I6,F3 (Biggs6) I9 (Q7) B8 (Creeps1) T4 (Bird2) C5
369e2754,283,(Biggs9) F6 (Q3) T2 (Elnoyle5) I8 (Creeps7) C1 (Jelleye4),F1 (Jelleye4) B2 (Q5) T7 (Robot6) I3 (Bird9) C8,(Elastoid9) C1 (Glacial4) F2 (Q5) I6 (Giant3) B7 (Grat8),F1 (Buel4) B2 (Grendel5) T7 (Glacial6) I3 (Bird8) C9,F1 (Q4) B2 (Chimera5) T7 (Mantis6) C3 (Bird9) I8,(Giant4) F3 (Q2) T1 (Glacial9) C7 (Grendel8) I5 (Malboro6) ,(Q4) F3 (Malboro6) T1 (Buel5) B2 (Creeps8) I9 (Mantis7),B1 (Malboro2) F4 (Mask5) T7 (Q6) C3 (Mantis8) I9,(Q7) F1 (Mask2) T4 (Ruby3) C9 (Bird8) I5 (Buel6),(Q9) F1 (Ruby4) B2 (Chimera5) I8 (Malboro3) C6 (Snake7)
ebf8c245,284,B3 (Elnoyle2) F6 (Q5) T4 (Grat7) C1 (Biggs9) I8,F1 (Mask4) B2 (Bird5) C3 (Grat6) T7 (Glacial8) I9,F1 (Beast4) B2 (Ruby5) C3 (Buel6) T7 (Grendel8) I9,(Q7) F3 (King6) T2 (Beast5) I9 (Giant4) C1 (Ruby8),B5 (Elastoid8) T4 (Q1) F7 (Beast6) I9 (Jelleye3) C2,F1 (Elnoyle4) B2 (Ruby5) T7 (Q8) C3 (Snake9) I6,F2 (Jelleye3) B6 (Malboro5) I9 (Biggs8) T4 (Elastoid1) C7,B1 (Q2) F4 (Elastoid5) T7 (Elnoyle8) C6 (King3) I9,F1 (Q4) B2 (Mantis5) C3 (Biggs6) T7 (Malboro9) I8,B2 (Q1) T6 (Chimera9) I8 (Elastoid3) C5 (Snake7) F4
5a561242,285,B3 (Q2) F6 (Giant5) T1 (Jelleye4) C7 (Beast9) I8,(Elnoyle9) F6 (Q3) T5 (Unicorn8) I2 (Chimera7) C4 (Jelleye1),B1 (Robot4) F2 (Unicorn5) C3 (Elastoid6) T7 (Q8) I9,F1 (Elastoid2) B4 (Q5) T7 (Jelleye8) C3 (Creeps6) I9,(Elastoid9) F1 (Mantis2) B4 (Q5) T7 (Chimera6) C3 (Unicorn8),F2 (Q1) T6 (Mantis5) C3 (Bird9) I8 (Malboro4) B7,F1 (Q2) B4 (Robot5) T7 (Glacial8) I9 (Malboro6) C3,F1 (Q4) B2 (Snake5) T7 (Creeps8) C3 (Buel6) I9,F1 (Bird4) B2 (Robot5) T7 (Ruby8) C3 (Q6) I9,F3 (Elnoyle6) T2 (Giant1) B5 (Q4) C7 (Grat8) I9
c81bf8db,286,F1 (Malboro2) B4 (Q5) T7 (Buel6) I3 (Robot9) C8,F1 (Elnoyle4) B2 (Bird5) T7 (Giant6) C3 (Mask9) I8,F1 (Glacial4) B2 (Q5) T7 (Snake6) C3 (Grendel9) I8,C3 (Giant2) B6 (Q5) F9 (Ruby8) I7 (Elnoyle4) T1,B3 (Elastoid6) T2 (Grat5) I9 (Grendel4) C1 (Glacial8) F7,F3 (King2) B6 (Q5) C9 (Elnoyle4) I1 (Unicorn7) T8,C1 (Bird4) F2 (Elastoid5) B3 (Biggs6) T7 (Mantis9) I8,F3 (Elastoid6) I9 (Q7) T2 (Mantis5) B8 (Ruby1) C4,(Biggs9) B1 (Giant4) C2 (Creeps5) I7 (Q3) F6 (King8),F2 (Beast1) B4 (Jelleye5) T7 (Grat8) C6 (Q9) I3
a2e46660,287,(Elastoid9) B1 (Biggs4) F2 (Creeps5) T7 (Snake6) C3 (Q8),F2 (Beast5) B8 (Q9) I7 (Malboro6) C3 (Ruby1) T4,(Elastoid9) F3 (Q2) T1 (Giant4) B6 (Creeps5) I8 (Ruby7),(Q7) B3 (Grendel6) I8 (Malboro5) T4 (Unicorn1) F2 (Grat9),(Elnoyle9) F2 (King3) B4 (Q5) I6 (Robot7) T1 (Snake8),(Mantis9) F1 (Jelleye4) B2 (Q5) T7 (Giant8) I6 (Unicorn3),(Biggs9) C1 (Elnoyle4) F2 (Glacial5) I7 (Q8) B6 (Chimera3),(Bird7) F2 (Snake3) B6 (Q5) I9 (Giant4) T1 (Glacial8),(Elnoyle9) F1 (Biggs4) B2 (Q5) T7 (Creeps6) C3 (Buel8),(Q3) B1 (Beast2) F4 (Chimera5) T7 (Glacial6) I8 (Mantis9)
7078dae1,288,(Elnoyle9) T2 (Biggs1) C4 (Snake5) I7 (Q8) B6 (Malboro3),F1 (Elnoyle2) B4 (Malboro5) T7 (Q6) C3 (Bird8) I9,C1 (Elnoyle4) F2 (Ruby5) B3 (Glacial6) T7 (Giant9) I8,F1 (Bird2) B4 (Grendel5) T7 (Q6) C3 (Chimera8) I9,(Giant7) F3 (Q6) T2 (Jelleye5) I8 (Robot4) C1 (King9),(Q4) T1 (Chimera7) I8 (Ruby6) C9 (Mantis5) B3 (Snake2),(King7) F2 (Q1) T6 (Beast5) C3 (Robot8) I9 (Grat4),(King7) F1 (Q4) B2 (Snake3) I8 (Giant9) C6 (Buel5),(Beast8) F1 (Chimera4) B7 (Glacial9) C5 (Buel6) I2 (Q3),(Chimera7) F1 (Q4) B2 (Ruby5) I8 (Snake6) C3 (Mask9)
0ec5b32e,289,(Q9) F1 (Chimera2) I8 (Creeps6) C3 (Ruby7) T4 (Robot5),F5 (Ruby6) T4 (Grendel7) C1 (Snake2) B3 (Mantis8) I9,B1 (Q4) F2 (Buel5) C3 (Elnoyle6) T7 (Snake9) I8,(Grendel7) B1 (Q4) C2 (Ruby5) I8 (Chimera6) F3 (Mask9),(Q1) F2 (Grendel3) B6 (Glacial5) C9 (Snake4) I8 (Jelleye7),F2 (King5) T4 (Q7) C1 (Jelleye6) B3 (Grendel8) I9,(Chimera7) F3 (Q6) T5 (Unicorn8) I9 (Giant1) C4 (Jelleye2),(Q7) F1 (Grendel4) B2 (Chimera5) I8 (Grat3) C9 (Snake6),T6 (Q9) B2 (Robot5) C3 (Giant1) I8 (Jelleye7) F4,(Q7) F2 (Jelleye3) B6 (Buel9) T5 (Beast8) I4 (Ruby1)
9197d1d7,290,(Malboro7) F1 (Creeps2) T4 (Buel3) B6 (Q5) C9 (Snake8),(Chimera7) F1 (Q2) T4 (Glacial3) I8 (Ruby6) C5 (King9),(Grendel7) F1 (Buel2) T4 (Creeps3) B6 (Q5) C9 (Bird8),(Elnoyle9) F5 (Chimera4) T7 (Q6) B8 (Bird1) I2 (Grendel3),F1 (Mantis4) B2 (Jelleye5) T7 (Grendel6) C3 (Q8) I9,F1 (Chimera4) B2 (Q5) T7 (Buel6) C3 (Bird9) I8,(Elastoid9) F2 (Q1) T6 (Giant5) C3 (Robot8) I7 (Grendel4),(Elnoyle9) F2 (Ruby3)  I6 (Q5) C8 (Glacial7) T4 (Grat1),B1 (Q4) F2 (Beast5) T7 (Grat8) C3 (King9) I6,(Giant9) F1 (Q2) C4 (Glacial7) I8 (Creeps5) T6 (Unicorn3)
